"#","ML #","Address","Condo Fee Includes","St","Original List Price","List Price","Current Price","Condo Fee","RMS Total","Beds","Full Baths","Style","Rooms Above Grade","Half Baths","Ensuite YN","Year Built","# FP","DOM","Stat Date","City"
"501","A2069400","116 7A Street NE Unit#209","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions","S","$434,900","$434,900.00","$446,000.00","$649.91","1,050","2","1","2 Storey","5","1","No","2006","0","14","08/11/2023","Calgary"
"501","A2067521","76 Copperstone Villas SE","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$410,000","$410,000.00","$446,000.00","$288.03","1,549","3","2","3 Storey","7","1","Yes","2018","0","2","07/23/2023","Calgary"
"501","A2083239","313 Auburn Bay Circle SE","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Trash","S","$440,000","$440,000.00","$445,500.00","$323.37","1,290","2","2","4 Level Split","5","2","Yes","2013","0","11","10/08/2023","Calgary"
"501","A2096513","504 Nolan Hill Boulevard NW","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$448,888","$448,888.00","$445,000.00","$287.12","1,334","2","2","3 Storey","5","1","Yes","2018","0","12","12/20/2023","Calgary"
"501","A2095449","30 Cornerstone Manor NE Unit#120","Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$459,900","$459,900.00","$445,000.00","$278.00","1,422","4","2","3 Storey","7","1","Yes","2016","0","32","12/30/2023","Calgary"
"501","A2095238","10060 46 Street NE Unit#808","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$449,999","$449,999.00","$445,000.00","$182.86","1,213","3","2","3 Storey","6","1","Yes","2022","0","16","12/15/2023","Calgary"
"501","A2090478","147 Spring Creek Common SW","Insurance, Professional Management, Snow Removal","S","$450,000","$450,000.00","$445,000.00","$118.25","860","2","2","Townhouse","4","0","Yes","2022","0","20","11/23/2023","Calgary"
"501","A2089128","97 Aspen Hills Drive SW","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$445,000","$445,000.00","$445,000.00","$320.78","1,064","2","2","Townhouse","5","1","Yes","2010","0","13","11/07/2023","Calgary"
"501","A2086918","1006 Cranford Court SE","Amenities of HOA/Condo","S","$450,000","$450,000.00","$445,000.00","$325.24","1,110","2","2","2 Storey","7","1","Yes","2010","0","15","10/27/2023","Calgary"
"501","A2083580","270 Copperpond Landing SE","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Residential Manager, Snow Removal, Trash","S","$419,900","$419,900.00","$445,000.00","$282.14","1,229","3","2","2 Storey","7","1","Yes","2013","1","12","10/12/2023","Calgary"
"501","A2082130","140 Point Drive NW Unit#5","Insurance, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water","S","$449,000","$449,000.00","$445,000.00","$409.40","1,181","3","1","4 Level Split","6","1","No","1979","1","9","09/29/2023","Calgary"
"501","A2080263","49 Nolan Hill Boulevard NW","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$455,900","$449,900.00","$445,000.00","$359.00","1,202","2","2","2 Storey","5","1","Yes","2013","0","37","10/27/2023","Calgary"
"501","A2078643","67 Kinlea Way NW","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$449,900","$449,900.00","$445,000.00","$420.16","1,230","3","2","3 Storey","6","1","Yes","2013","0","31","10/09/2023","Calgary"
"501","A2078080","388 Sandarac Drive NW Unit#93","Common Area Maintenance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water","S","$415,000","$415,000.00","$445,000.00","$465.00","1,336","3","2","2 Storey","6","1","Yes","1992","1","4","09/07/2023","Calgary"
"501","A2076253","40 Tuscany Court NW","Common Area Maintenance, Insurance","S","$445,900","$445,900.00","$445,000.00","$255.00","108","3","1","2 Storey","7","1","No","2004","0","6","08/31/2023","Calgary"
"501","A2074899","1106 Evansridge Park NW","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash","S","$459,900","$459,900.00","$445,000.00","$292.29","1,385","3","2","3 Storey","6","1","Yes","2014","0","18","09/07/2023","Calgary"
"501","A2067091","49 Harvest Oak Circle NE","Common Area Maintenance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$399,900","$399,900.00","$445,000.00","$350.80","1,187","3","1","4 Level Split","6","1","No","1997","0","12","08/09/2023","Calgary"
"501","A2066665","241 Auburn Meadows Drive SE","Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal","S","$440,000","$440,000.00","$445,000.00","$259.65","1,131","2","2","2 Storey","6","1","Yes","2019","0","6","07/26/2023","Calgary"
"501","A2064605","81 Evanscrest Gardens NW","Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$459,000","$449,000.00","$445,000.00","$247.74","1,259","2","2","3 Storey","5","1","Yes","2016","0","29","08/08/2023","Calgary"
"501","A2060689","160 Walden Gate SE","Amenities of HOA/Condo, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal","S","$419,900","$419,900.00","$445,000.00","$381.75","1,281","2","2","2 Storey","6","1","Yes","2009","0","17","07/13/2023","Calgary"
"501","A2060312","309 Redstone View NE","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Trash","S","$439,900","$439,900.00","$445,000.00","$285.00","1,475","3","2","3 Storey","8","1","Yes","2014","0","22","07/14/2023","Calgary"
"501","A2054976","144 Savanna Walk NE","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$449,999","$447,500.00","$445,000.00","$319.77","1,303","3","2","3 Storey","6","1","Yes","2018","0","32","07/11/2023","Calgary"
"501","A2036812","101 Panatella Square Unit#111","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$445,000","$445,000.00","$445,000.00","$229.92","1,360","3","2","3 Storey","6","2","Yes","2022","0","90","07/01/2023","Calgary"
"501","A2079479","32 Cornerstone Passage NE","Maintenance Grounds, Reserve Fund Contributions, Snow Removal","S","$439,900","$439,900.00","$444,800.00","$201.73","1,480","4","2","3 Storey","7","1","Yes","2021","0","13","09/22/2023","Calgary"
"501","A2098620","300 Evanscreek Court NW Unit#23","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$439,000","$439,000.00","$443,500.00","$353.80","1,304","3","2","2 Storey","6","1","Yes","2006","1","12","01/02/2024","Calgary"
"501","A2063701","5810 Patina Drive SW Unit#23","Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal","S","$449,900","$449,900.00","$443,500.00","$481.90","1,476","2","2","2 Storey","7","1","Yes","1990","2","13","07/19/2023","Calgary"
"501","A2076780","119 Evanscrest Gardens NW","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$445,900","$445,900.00","$443,000.00","$284.00","1,141","2","2","4 Level Split","5","1","Yes","2015","1","15","09/13/2023","Calgary"
"501","A2096555","715 Skyview Ranch Grove NE","Amenities of HOA/Condo, Common Area Maintenance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$439,000","$439,000.00","$442,000.00","$324.45","1,499","3","2","2 Storey","6","1","Yes","2014","0","7","12/13/2023","Calgary"
"501","A2091040","16 Royal Manor NW","Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$425,000","$425,000.00","$442,000.00","$333.90","1,305","2","2","2 Storey","7","1","Yes","2004","1","15","11/16/2023","Calgary"
"501","A2071144","19621 42 Street SE","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$449,900","$445,900.00","$442,000.00","$250.39","1,133","2","2","3 Storey, Side by Side","4","1","Yes","2018","0","29","09/02/2023","Calgary"
"501","A2070574","28 Westpark Common SW","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water","S","$442,000","$442,000.00","$442,000.00","$493.44","1,248","2","2","3 Storey","6","1","Yes","2013","0","15","08/18/2023","Calgary"
"501","A2065805","15106 Prestwick Boulevard SE","Common Area Maintenance, Maintenance Grounds, Snow Removal","S","$430,000","$430,000.00","$442,000.00","$378.43","1,186","2","2","2 Storey","5","1","Yes","2002","1","4","07/19/2023","Calgary"
"501","A2064011","6628 Temple Drive NE","","S","$384,900","$384,900.00","$442,000.00","","1,059","5","2","Bungalow","7","0","No","1980","0","9","07/16/2023","Calgary"
"501","A2052298","723 Skyview ranch Grove NE","Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal","S","$459,999","$449,400.00","$442,000.00","$282.00","1,467","4","2","3 Storey","6","1","Yes","2014","0","84","08/18/2023","Calgary"
"501","A2058860","1508 22 Avenue SW Unit#2","Common Area Maintenance, Insurance, Professional Management","S","$474,900","$449,900.00","$441,500.00","$531.92","995","2","1","2 Storey","5","1","No","2012","0","21","07/19/2023","Calgary"
"501","A2088890","608 Citadel Heights NW","Common Area Maintenance, Insurance, Maintenance Grounds, Reserve Fund Contributions, Snow Removal","S","$420,000","$420,000.00","$441,000.00","$463.00","1,356","3","2","2 Storey","7","1","Yes","1993","1","6","10/30/2023","Calgary"
"501","A2084239","907 Evanston Square NW","Common Area Maintenance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$425,000","$425,000.00","$441,000.00","$289.81","1,136","3","2","3 Level Split","6","1","Yes","2012","1","6","10/05/2023","Calgary"
"501","A2081948","71 Cougar Ridge Mews SW","Amenities of HOA/Condo, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions","S","$395,000","$395,000.00","$441,000.00","$387.27","1,195","2","1","4 Level Split","6","1","No","2003","1","2","09/22/2023","Calgary"
"501","A2079077","19 Royal Elm Green NW","Common Area Maintenance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$429,900","$429,900.00","$441,000.00","$202.55","1,139","2","1","Townhouse","4","0","No","2019","1","10","09/26/2023","Calgary"
"501","A2072881","146 Rocky Vista Circle NW","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$449,900","$449,900.00","$441,000.00","$387.75","1,261","3","2","2 Storey","7","1","Yes","2001","0","15","09/23/2023","Calgary"
"501","A2064693","22 Cornerstone Manor NE","Amenities of HOA/Condo, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$429,900","$429,900.00","$441,000.00","$249.52","1,398","3","2","3 Storey","6","1","Yes","2016","0","12","07/25/2023","Calgary"
"501","A2049564","210 Ave SW Unit##432","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$440,895","$440,895.00","$440,895.00","$198.38","1,133","3","2","3 Storey","6","1","Yes","2023","0","61","07/17/2023","Calgary"
"501","A2094336","747 Mcdougall Road NE","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal","S","$449,888","$449,888.00","$440,000.00","$497.16","1,334","2","2","3 Storey","6","1","Yes","2007","1","40","01/02/2024","Calgary"
"501","A2091940","23 Glamis Drive SW Unit#68","Common Area Maintenance, Parking, Professional Management, Reserve Fund Contributions, Trash","S","$449,900","$449,900.00","$440,000.00","$431.23","1,319","3","2","4 Level Split","6","1","Yes","1980","1","15","11/23/2023","Calgary"
"501","A2090259","221 Copperpond Landing SE","Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$420,000","$420,000.00","$440,000.00","$290.20","1,206","3","2","Townhouse","6","1","Yes","2014","1","7","11/09/2023","Calgary"
"501","A2088470","10030 Oakmoor Way SW Unit#3","Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$399,900","$399,900.00","$440,000.00","$424.85","1,526","3","1","Split Level","7","1","No","1976","1","5","10/24/2023","Calgary"
"501","A2088241","174 Kincora Heath NW","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$429,000","$429,000.00","$440,000.00","$284.30","1,146","3","2","2 Storey","7","1","Yes","2008","1","6","10/25/2023","Calgary"
"501","A2086505","80 Cranarch Road SE","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, See Remarks","S","$439,900","$439,900.00","$440,000.00","$326.00","1,103","2","2","3 Level Split","5","1","Yes","2010","0","17","10/27/2023","Calgary"
"501","A2085544","478 Nolan Hill Drive NW","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$425,000","$425,000.00","$440,000.00","$307.80","1,196","2","2","3 Storey","5","1","Yes","2016","0","10","10/17/2023","Calgary"
"501","A2083934","76 Country Hills Cove NW","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$409,900","$409,900.00","$440,000.00","$395.50","1,240","3","1","4 Level Split","6","1","No","1999","1","9","10/06/2023","Calgary"
"501","A2083205","223 Sage Hill Grove NW","Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal","S","$479,000","$449,000.00","$440,000.00","$265.90","1,169","3","2","3 Storey","5","1","Yes","2017","0","44","11/12/2023","Calgary"
"501","A2082459","1602 16 Street SW","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal","S","$442,000","$442,000.00","$440,000.00","$588.51","1,392","2","1","2 Storey","8","1","No","1990","1","18","10/13/2023","Calgary"
"501","A2081520","29 Springborough Boulevard SW Unit#17","Amenities of HOA/Condo, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Trash","S","$430,000","$430,000.00","$440,000.00","$455.43","1,300","2","2","2 Storey","5","1","Yes","2005","0","12","10/03/2023","Calgary"
"501","A2080348","220 Coachway Lane SW","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water","S","$459,000","$459,000.00","$440,000.00","$416.00","1,247","3","2","3 Storey","6","1","Yes","1988","1","23","10/06/2023","Calgary"
"501","A2080013","816 Skyview Ranch Grove NE","Common Area Maintenance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$449,000","$449,000.00","$440,000.00","$324.50","1,506","4","2","3 Storey","7","1","Yes","2014","0","37","10/20/2023","Calgary"
"501","A2079402","130 New Brighton Way SE Unit#160","Amenities of HOA/Condo, Common Area Maintenance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions","S","$419,900","$419,900.00","$440,000.00","$391.91","1,359","2","2","2 Storey","5","1","Yes","2012","0","12","09/20/2023","Calgary"
"501","A2077860","81 Riverview Point SE","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water","S","$439,900","$439,900.00","$440,000.00","$367.67","895","3","2","Villa","5","0","No","1994","1","21","09/29/2023","Calgary"
"501","A2073791","185 Patina Park SW","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$399,000","$399,000.00","$440,000.00","$396.53","1,228","2","1","2 Storey","6","1","No","1992","1","8","08/30/2023","Calgary"
"501","A2073740","811 Cranford Court SE","Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Water","S","$405,000","$405,000.00","$440,000.00","$325.24","1,108","2","2","2 Storey","5","1","Yes","2010","0","5","08/29/2023","Calgary"
"501","A2072684","130 Everridge Common SW","Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal","S","$430,000","$430,000.00","$440,000.00","$343.73","1,030","3","2","2 Storey","6","1","No","2007","0","15","08/26/2023","Calgary"
"501","A2072460","1339 14 Avenue SW Unit#14","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water","S","$439,900","$439,900.00","$440,000.00","$379.28","1,357","2","1","3 Storey, Side by Side","5","1","Yes","1991","1","29","09/08/2023","Calgary"
"501","A2070776","30 Cornerstone Manor NE Unit#110","Insurance, Maintenance Grounds, Reserve Fund Contributions","S","$430,000","$430,000.00","$440,000.00","$249.52","1,383","4","2","3 Storey","6","1","Yes","2016","0","9","08/13/2023","Calgary"
"501","A2069901","8533 Silver Springs Road NW Unit#9","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal","S","$449,900","$449,900.00","$440,000.00","$533.60","1,282","3","2","4 Level Split","7","1","Yes","1979","1","8","08/18/2023","Calgary"
